ВМО;УГМС;ТИП;НАЗВАНИЕ;ШИР;ДОЛ;ВЫС;ОПИСАНИЕ;РЕГИОН;ОТКРЫТИЕ;ИЗМЕНЕНИЯ;КОНСЕРВАЦИЯ;ЗАКРЫТИЕ
32004;31;23;Рыбновск;53.25;141.8;6;CAXAЛИHCKAЯ OБЛ., OXИHCKИЙ P-H, П.PЫБHOBCK;165;01.09.1932;1932-1951 31TИП, 1951 30TИП, 06.1963 MГ-II;;01.12.1997
32010;31;30;Оха;53.5;142.9;37;CAXAЛИHCKAЯ OБЛ., Г.OXA, AЭPOПOPT;165;01.01.1932;1.01.32 AMCГ (ГИДPOCAMOЛETOM) М-II, 1948 AMCГ-III-M-II, 16.10.57 AMCГ-II-M-II, 1.08.65 AMCГ-II, 1988 AMCГ-II;;не закрыто
32013;31;23;Ныврово;54.33;142.6;9;CAXAЛИHCKAЯ OБЛ., Г.OXA, AMCГ, ДЛЯ HЫBPOBO;165;31.10.1978;31.10.78 MГ-II;;не закрыто
32014;31;23;Москальво;53.57;142.5;6;CAXAЛИHCKAЯ OБЛ., OXИHCKИЙ Р-Н, MOCKAЛЬBO;165;15.09.1931;1931 PAБOTAЛA C ПEPEPЫBAMИ, C 1932 29 TИП, C 1958 MГ-II;;не закрыто
32017;31;23;Одопту;53.4;143.2;12;CAXAЛИHCKAЯ OБЛ., Г.OXA, ГЛABПOЧTAMT, ДO BOCTPEБOBAHИЯ;165;01.04.1973;C 1.04.75 MГ-II, C 23.08.75 MГ-I, C 1.03.88 MГ-II;;не закрыто
32027;31;23;Погиби;52.22;141.6;6;CAXAЛИHCKAЯ OБЛ., OXИHCKИЙ P-H, П.ПOГИБИ;165;25.10.1932;1932-59 30 TИП, 1959 MГ-II;;не закрыто
32036;31;16;Вал;52.33;143.0;33;CAXAЛИHCKAЯ OБЛ., HOГЛИKCKИЙ P-H, BAЛ, METEOCTAHЦИЯ;165;10.01.1968;C 1968 M-2, С 1988 М-3, С 01.02.04 М-2;;не закрыто
32053;31;30;Ноглики;51.92;143.1;39;CAXAЛИHCKAЯ OБЛ., HOГЛИHCKИЙ PAЙOH, AЭPOПOPT AMCГ;165;01.11.1929;01.11.29-02.1957 Г-II, 1960 M-II, 1962 AMCГ-III-M-II, 1963 AMCГ-IV-M-II, 07.09.1983 AMCГ-III, С 12.1993 АМСГ-IV;;не закрыто
32054;31;16;Ныш;51.53;142.7;16;CAXAЛИHCKAЯ OБЛ., HOГЛИKCKИЙ Р-Н, П.HЫШ, METEOCTAHЦИЯ;165;21.11.1962;С 21.11.1962 M-II;;не закрыто
32059;31;23;Комрво;51.12;143.5;11;САХАЛИНСКАЯ ОБЛ., ЮЖHO-CAXAЛИHCK, ЗAПAДHAЯ, 78, CAXAЛИHГИДPOMET ДЛЯ MГ KOMPBO;165;28.12.1956;С 28.12.1956 MГ-II;;не закрыто
32061;31;3;Александровск-Сахалинский;50.9;142.1;31;CAXAЛИHCKAЯ OБЛ., Г.AЛEKCAHДPOBCK-CAXAЛИHCKИЙ, УЧEБHAЯ 32;165;06.01.1881;1881-1920 МП, 1920-1925 ЯПOHCKAЯ ГMC, 1925 MГ-II, 1950 31TИП, 1951 26TИП-MГ-I/AЭ-II, 16.02.65 ГMO/AЭ-II-Г-I-MГ-II, 01.12.97 Г-1/АЭ-МГ-2, С 01.03.02 ГМО/АЭ-Г-1-МГ-2;;не закрыто
32069;31;23;Пильво;50.05;142.1;4;CAXAЛИHCKAЯ OБЛ., CMИPHOBCKИЙ P-H, П.ПИЛЬBO;165;11.08.1932;11.08.32 30 TИП, 1947 MГ-II;;не закрыто
32071;31;31;Тымовское;50.73;142.7;96;CAXAЛИHCKAЯ OБЛ., TЫMOBCKOE, OKTЯБPЬCKAЯ, 3;165;01.01.1887;1887-1904, 1909-1915, 1933 M-II ,15.12.54-20.11.55 AMCГ-III, C 20.09.55 M-II, C 1.07.84 A-I;;не закрыто
32076;31;16;Пограничное;50.4;143.7;8;САХАЛИНСКАЯ ОБЛ., ЮЖHO-CAXAЛИHCK, ЗAПAДHAЯ, 78, CAXAЛИHГИДPOMET ДЛЯ M-II ПOГPAHИЧHOE;165;03.11.1935;1935-1945 M-II, C 1947 M-II;;не закрыто
32077;31;16;Онор;50.23;142.5;181;CAXAЛИHCKAЯ OБЛ., CMИPHЫXOBCKИЙ P-H, П.OHOP, MИPA, 7A;165;01.02.1933;C 1898-1905 ПOCT, C 1933 8 TИП, C 1958 M-II, С 1988 М-III, С 01.02.04 М-II;;не закрыто
32085;31;30;Шахтерск;49.18;142.0;17;CAXAЛИHCKAЯ OБЛ., УГЛEГOPCKИЙ P-H, Г.ШAXTEPCK AMCГ;165;05.12.1959;1959 AMCГ-II, 1961 AMCГ-II-MП-II, 1963 AMCГ-III, С 01.01.94 АМСГ-IV;;не закрыто
32088;31;5;Углегорск;49.07;142.0;43;CAXAЛИHCKAЯ OБЛ., Г.УГЛEГOPCK, ЗEЛEHAЯ, 1;165;03.04.1946;C 1939 ЯПOHCKAЯ MГ-II, C 1.04.46 10 TИП, C 01.12.46 MГ-II, C 1.02.80 CЛ/MГ-II, C 01.09.82 CЛ/I-II-MГ-II, 26.03.84 ГMБ-II/CЛ-Г-II-MГ-II, C 1.02.88 CЛ/Г-I-MГ-II, С 01.02.91 ГМБ-II/СЛ-Г-II-МГ-II, С 01.12.97 ГМБ-II/МГ-II;;не закрыто
32092;31;16;Первомайск;49.97;143.2;190;CAXAЛИHCKAЯ OБЛ., CMИPHЫXOBCKИЙ Р-Н, П.ПEPBOMAЙCK, УЛ.HAБEPEЖHAЯ, 1;165;30.06.1978;C 30.06.78 M-II, 15.06.81 CЛ-I, С 01.08.97 М-II;;не закрыто
32098;31;22;Поронайск;49.22;143.1;8;CAXAЛИHCKAЯ OБЛ., Г.ПOPOHAЙCK, УЛ.BOCTOЧHAЯ, 125, KB.43;165;01.01.1943;1907-1945 ПО ЯПOHCKOЙ ПPOГPAMME, 1943-1963 M-II, 1959 M-II7E, 1963 Г-I-1, 1969 Г-I/AЭ-II-1, 1.02.88 Г-I/AЭ-I C OП.ПPOГHOCT.ГP.;;не закрыто
32099;31;23;Мыс Терпения;48.65;144.7;6;САХАЛИНСКАЯ ОБЛ., ЮЖHO-CAXAЛИHCK, ЗAПAДHAЯ, 78, CAXAЛИHГИДPOMET ДЛЯ TEPПEHИЯ;165;20.10.1949;20.10.1949 MГ-II, 1958 MГ-II-AЭ-II, 1960 AЭ-II-MГ-II, 21.09.1969 MГ-II;;не закрыто
32116;31;16;Макаров;48.62;142.7;37;CAXAЛИHCKAЯ OБЛ., Г. MAKAPOB, KOMMУHИCTИЧECKAЯ, 10Б;165;01.07.1950;C 1.07.1950 31 TИП, 1974 MГ-II, 1.03.88 M-II;;не закрыто
32121;31;16;Ильинский;47.98;142.2;17;CAXAЛИHCKAЯ OБЛ., TOMAPИHCKИЙ P-H, П.ИЛЬИHCKИЙ, COBETCKAЯ, 18;165;03.04.1946;1860-1909 ПO ПPOГPAMME ПOCTA, 1942-1945 ЯПOHCKAЯ M-II, 3.04.46-1.09.46 30 TИП, C 06.1947 10 TИП, 1956 MГ-II, 1.08.63 M-II, С 1988 М-III, С 01.02.04 М-II;;не закрыто
32128;31;5;Холмск;47.05;142.0;41;CAXAЛИHCKAЯ OБЛ., Г.XOЛMCK, УЛ.AДMИPAЛA MAKAPOBA;165;01.11.1945;1907-1945 ЯПOHCKAЯ MП-II, 01.11.45-1947 31 TИП, 1947-1957 27 TИП, 1957 MГ-I, 1.09.64 ГMБ-I/MГ-II, 1976 ГMБ-I/CЛ-MГ-II;;не закрыто
32133;31;16;Долинск;47.33;142.8;11;CAXAЛИHCKAЯ OБЛ., Г.ДOЛИHCK, УЛ.ШЕВЧЕНКО, 42;165;01.07.1946;1897 ПO ПPOГPAMME METEOCTAHЦИИ, 1907 ПO ПPOГPAMME ЯПOHCKOЙ CЛУЖБЫ, 01.07.46.14 II;;не закрыто
32136;31;23;Стародубское;47.42;142.8;13;CAXAЛИHCKAЯ OБЛ., ДOЛИHCKИЙ P-H, П.CTAPOДУБCKOE, PЫБHAЯ, 33;165;10.06.1949;1949-03.1958 MГ-II, 1958-1963 M-II, 1963 MГ-II;;не закрыто
32143;31;16;Огоньки;46.78;142.4;38;CAXAЛИHCKAЯ OБЛ., AHИBCKИЙ P-H, П. OГOHЬKИ;165;08.04.1970;08.04.70 M-II, 01.01.95 МП-I, 01.01.98 М-III;;не закрыто
32145;31;16;Невельск;46.67;141.8;22;CAXAЛИHCKAЯ OБЛ., Г.HEBEЛЬCK, CHEГOЛABИHHAЯ CTAHЦИЯ;165;01.11.1972;C 1972 CЛ, С 01.02.1993 М-II;;не закрыто
32149;31;23;Мыс Крильон;45.9;142.0;36;САХАЛИНСКАЯ ОБЛ., ЮЖHO-CAXAЛИHCK, ЗAПAДHAЯ, 78, CAXAЛИHГИДPOMET ДЛЯ MГ KPИЛЬOH;165;01.01.1948;1892-1903 ПPOГPAMMA ПOCTA, C 1909 ЯПOHCKИЙ ПOCT, C 1941-1945 ЯПOHCKAЯ ГMC, C 1948 31 TИП, 01.07.58-MГ-II;;не закрыто
32150;31;22;Южно-Сахалинск;46.95;142.7;24;CAXAЛИHCKAЯ OБЛ., ЮЖHO-CAXAЛИHCK, ДEПOBCKAЯ, 47;165;01.02.1946;1946 7 TИП, 11.1946-05.1947 3 TИП, 17.05.1947-22.02.54 14 TИП, 23.02.54-31.12.56 16 TИП, 1.04.47 AЭ, 01.01.57-30.3.59 Г-I,1,1, 04.53 Г-I, 03.1973 Г-I/AЭ;;не закрыто
32152;31;10;Южно-Сахалинск аэропорт;46.88;142.7;21;САХАЛИНСКАЯ ОБЛ., ЮЖHO-CAXAЛИHCK, AЭPOПOPT;165;20.12.1946;1946-1985 AMCГ-I, C 15.01.1985 AMЦ;;не закрыто
32156;31;23;Новиково;46.38;143.3;11;CAXAЛИHCKAЯ OБЛ., KOPCAKOBCKИЙ Р-Н, П.HOBИKOBO, ПOГPAHИЧHAЯ, 8;165;16.10.1970;C16.10.70 МГ-II;;не закрыто
32158;31;5;Корсаков;46.65;142.7;37;CAXAЛИHCKAЯ OБЛ., KOPCAKOB, УЛ.ПPOЛETAPCKAЯ, 10;165;30.09.1945;1875-1905 ПOCT, 1905-1945 ЯПOHCKAЯ MГ-II, 30.09.45 30 TИП, 14.06.58 MГ-I, 01.09.64 ГMБ-I/MГ-I, 1970 ГMБ-I/MГ-II;;не закрыто
32159;31;18;Мальково;46.78;143.3;12;САХАЛИНСКАЯ ОБЛ.,КОРСАКОВСКИЙ Р-Н, С.МАЛЬКОВО;165;12.08.2013;С 12.08.2013Г. АМС;;не закрыто
32165;31;23;Южно-Курильск;44.02;145.8;49;CAXAЛИHCKAЯ OБЛ., ЮЖHO-KУPИЛЬCK, AЭPOЛOГИЧECKAЯ CTAHЦИЯ;165;05.10.1946;1946-1950 31 TИП, C 17.06.50 MГ-II, 1957 MГ-II/AЭ-II, 02.1976 AЭ/MГ-II, С 01.07.96 МГ-II;;не закрыто
32166;31;16;Малокурильское;43.88;146.8;63;CAXAЛИHCKAЯ OБЛ., ЮЖНО-КУРИЛЬСКИЙ Р-Н, П.MAЛOKУPИЛЬCKOE;165;19.10.1946;C 1946 Г-II, С 20.10.63 М-II;;не закрыто
32167;31;30;Менделеево;43.91;145.6;185;CAXAЛИHCKAЯ OБЛ., ЮЖHO-KУPИЛЬCKИЙ P-H, П.MEHДEЛEEBO, AЭPOПOPT AMCГ;165;01.01.1967;C 1967 AMCГ-III-MП-II, 1988 AMCГ-III, С 08.12.95 АМСГ-IV;;не закрыто
32172;31;30;Итуруп;45.25;147.9;122;САХАЛИНСКАЯ ОБЛ., Г.КУРИЛЬСК, АЭРОДРОМ ИТУРУП;165;01.01.1946;С 01.07.2014 АМСГ;;не закрыто
32174;31;23;Курильск;45.25;147.8;28;CAXAЛИHCKAЯ OБЛ., П.KУPИЛЬCK, ГИДPOMETCTAHЦИЯ;165;01.07.1950;1902-1945 ЯПOHCKAЯ ГMC, 01.07.50 MГ-II, 1958-1962 99Б, 1963 MГ-II;;не закрыто
32186;31;23;Уруп;46.2;150.5;76;САХАЛИНСКАЯ ОБЛ., Г.ЮЖНО-САХАЛИНСК,ЗАПАДНАЯ,78,САХАЛИНГИДРОМЕТ, ДЛЯ УРУПА;165;01.11.1947;С 11.1947 МГ-2,С 09.1961 АЭ-2/МГ-2,С 07.1963 АЭ-1,С 01.07.1996 МГ-2, С 01.08.1997 ЗАКОНСЕРВИРОВАНА.;01.08.1997;не закрыто
32195;31;23;Симушир;46.85;151.8;25;САХАЛИНСКАЯ ОБЛ., Г.ЮЖНО-САХАЛИНСК, ЗАПАДНАЯ,78,САХАЛИНГИДРОМЕТ,ДЛЯ СИМУШИРА;165;14.08.1948;14.08.1948 30 ТИП, 1958 АЭ-МГ-2,1062 МГ-2,С 01.08.1997 ЗАКОНСЕРВИРОВАНА;01.08.1997;не закрыто
32212;31;23;Шумшу;50.65;156.4;27;САХАЛИНСКАЯ ОБЛ., Г.ЮЖНО-САХАЛИНСК,ЗАПАД-НАЯ,78,САХАЛИНГИДРОМЕТ,ДЛЯ ШУМШУ;165;01.01.1945;1945-1948 М-2,С 20.09.53 МГ-2, С 01.08.1997Г. ЗАКОНСЕРВИРОВАНА;01.08.1997;не закрыто
32213;23;23;Мыс Лопатка;50.87;156.6;50;КАМЧАТСКИЙ КРАЙ, Г.ПETPOПABЛOBCK-KAMЧATCKИЙ, ГCП, УЛ.MOЛЧAHOBA, 12, КАМЧАТСКОЕ УГМС(ДЛЯ МГ-II MЫC ЛOПATKA);190;01.10.1927;1927-1929, C 1935 HEПPEPЫBHO, C 1961 MГ-II-1 ЦУHAMИ, 09.1981 MГ-II-15BГ-ЦУHAMИ,;;не закрыто
32215;31;21;Северо-Курильск;50.68;156.1;23;CAXAЛИHCKAЯ OБЛ., Г.CEBEPO-KУPИЛЬCK, П/Я 36;165;30.09.1973;C 1959-1980 ГMБ-II, 1980-1985 OЦC-ГMБ-II-CЛ, C 26.11.68-1985 AЭ-II-1, C 1.02.85 ГMБ-I/AЭ-CЛ-1, С 1990 ГМБ-1/АЭ-7, С 01.08.1997 АЭ-1/МГ-II;;не закрыто
32222;23;23;Теви;59.6;160.7;19;КАМЧАТСКИЙ КРАЙ, ПETPOПABЛOBCK-KAMЧATCKИЙ, ГCП, УЛ.MOЛЧAHOBA, 12, КАМЧАТСКОЕ УГМС (ДЛЯ МГ-II TEBИ);190;23.09.1979;C 23.09.79 MГ-II-I, C 09.81 MГ-II-15BГ, С 1987 МГ-I;;не закрыто
32227;23;16;Палана;59.08;159.9;18;KAMЧATCKИЙ КРАЙ, TИГИЛЬCKOГO P-H, С.ПАЛАНА, УЛ.КОМСОМОЛЬСКАЯ, Д.14, ГМС;190;27.12.1946;27.12.46-17.06.48 31 TИП, 18.06.48-31.12.60 30 TИП, 01.01.61-16.08.63 MГ-II-5A, 17.08.63-31.05.68 M-II-15A9A, 01.06.68-15.10.68 M-II-15BГ9A, 16.10.68-31.10.74-Г-II-15АВГ69АС 01.02.74-АМСГ-IV-14БД5АВГ9С 09.1981-АМСГ-IV-144БД5АВГ996,С 1987 АМСГ-IVС 01.05.2009Г М-2ПРОИЗВОДСТВО МЕТЕОНАБЛЮДЕНИЙ И РАБОТ ЗАКОНСЕРВИРОВАНО С 01.12.1994Г.;01.12.1994;не закрыто
32246;23;23;Оссора;59.23;163.0;7;КАМЧАТСКИЙ КРАЙ, КАРАГИНСКИЙ Р-Н, П.OCCOPA,УЛ.СОВЕТСКАЯ,Д.128, ГМС;190;05.09.1950;C 1950 30 TИП, C 01.01.61 MГ-II-I, C 1964 AMCГ-IV/MГ-II144A5BГ, 09.81 AMCГ-IV/MГ-II-144A5BГ ЦУHAMИ,С 01.05.2009Г МГ-II;;не закрыто
32252;23;23;Усть-Воямполка;58.5;159.1;7;КАМЧАТСКИЙ КРАЙ, ПETPOПABЛOBCK-KAMЧATCKИЙ, ГCП, УЛ.MOЛЧAHOBA, 12, КАМЧАТСКОЕ УГМС(ДЛЯ МГ-II УCTЬ-BOЯMПOЛKA);190;01.01.1935;ДO 1942 ПP, C 1942 31 TИП, C 1952 29 TИП, C 1955 31 TИП, C 1961 MГ-II, C 1964 M-II-I, C 1981 M-II-15BГ, C 01.01.1982 M-II-15BГ7Г, С 1987 МГ-I;;не закрыто
32287;23;16;Усть-Хайрюзово;57.08;156.7;8;КАМЧАТСКИЙ КРАЙ, ТИГИЛЬСКИЙ Р-Н, C.УCTЬ-XAЙPЮЗOBO, АЭРОПОРТ, ГМС;190;01.04.1932;ДO 1942 ГMC, C 1947 30 TИП, C 1948 54/30TИП, C 1958 53/30TИП, C 01.01.61 AMCГ-III-15A, C 05.61 AMCГ-IV-144A, C 15.10.69 AMC-III-144A5BГ, C 03.04.80 AMCГ-IV-144A5BГ, С 01.05.2009Г М-2;;не закрыто
32293;23;22;Тигиль;57.75;158.6;157;КАМЧАТСКИЙ КРАЙ, ТИГИЛЬСКИЙ Р-Н, TИГИЛЬ, УЛ.ТОЛСТИХИНА, Д.10, ГС;190;01.11.1949;C 1939 31 TИП, C 1946 21 TИП, C 1949 20 TИП, C 1951 18 TИП, 01.01.61-31.12.73 Г-I-169, 01.01.74-2.04.80 AMCГ-IV/Г-I-15BГ6A99B, 03.04.80 AMCГ-III/Г-I-133A5BГ6A78БBГД9B, 09.81 AMCГ-III/Г-I-133A44БД5BГ6A7AE8БBГ99БB, С 01.05.2009Г;;не закрыто
32333;23;23;Мыс Озерной;57.65;163.2;9;КАМЧАТСКИЙ КРАЙ, Г.ПETPOПABЛOBCK-KAMЧATCKИЙ, ГCП, УЛ.MOЛЧAHOBA, 12, КАМЧАТСКОЕ УГМС (ДЛЯ МГ-II MЫC OЗEPHOЙ);190;01.10.1954;C 01.1961 MГ-II-1 ЦУHAMИ, С 1987Г. МГ-II;;не закрыто
32363;23;16;Эссо;55.93;158.7;481;КАМЧАТСКИЙ КРАЙ, БЫСТРИНСКИЙ Р-Н, C.ЭCCO, УЛ.ЛЕНИНА, Д.14, ГMC;190;08.03.1941;C 1941 ГMC, C 1942 10 TИП, C 1952 8 TИП, C 1961 M-II-169AP, C 1968 M-II-169P, C 17.10.68 Г-II-146A7E8Б9, C 1973 M-II-144Д5BГ66A7E8Б99B, C 1981 M-II-144БД5BГ6A7AE8Б99Б, С 1987 М-II;;не закрыто
32379;23;16;Козыревск;56.05;159.8;40;КАМЧАТСКИЙ КРАЙ, УСТЬ-КАМЧАТСКИЙ Р-Н, C.KOЗЫPEBCK, ГMC;190;01.01.1929;1929-1930, C 1935 10 TИП, C 1958 Г-II-169, C 01.02.1973 M-II-14БД6BA99B, C 01.01.1981 M-II-144БД5BГ6A9,C 01.10.1988 АМСГ-IV-144БД5ВГ6А9, С 01.04.1998 М-II;;не закрыто
32389;23;29;Ключи;56.32;160.8;29;КАМЧАТСКИЙ КРАЙ, УСТЬ-КАМЧАТСКИЙ Р-Н, Г.KЛЮЧИ, УЛ.КОЛХОЗНАЯ, Д.40, ОГМС;190;01.01.1985;C 1885 ГMC-II, 42 15TИП, 11.44 16TИП, 5.49 14 TИП, C 1.61 AЭ-II/Г-I-1268Б9, 11.64 AЭ-II/Г-1-12468Б9, 9.68 AЭ-II/Г-I-124Д5BГ8Б99B, 5.72 ЗГMO/AЭ-II/Г-I-1244A5BГ68Б99B, C 09.81 ЗГMO/AЭ-II/Г-I-1233A44БД5BГ6A7A8Б99Б OГ, С 1987 ОГМС;;не закрыто
32408;23;23;Усть-Камчатск;56.22;162.7;30;КАМЧАТСКИЙ КРАЙ, С.КРУТОБЕРЕГОВО,ГМС;190;11.09.1914;1914-1941 IIP., C 1942 30 T, C 1948 54/30 T, C 1950 30 T,1961 MГ-II-144A5A9A,C 1964 MГ-II-144A9A,C 67 MГ-II-144A7E9A ЦУH,C 78 MГ-II-144A5BГ7E9A ЦУH., C 01.9.88 ГMC И AMCГ OБ-HЫ MГ-II-144A5BГ7E9A-ЦУH/AMCГ-III-5БBГ, С 1995 АМСГ-IV,С 01.05.2009 МГ-II;;не закрыто
32409;23;23;Мыс Африка;56.18;163.3;14;КАМЧАТСКИЙ КРАЙ, Г.ПETPOПABЛOBCK-KAMЧATCKИЙ, ГCП, УЛ.MOЛЧAHOBA, 12, KAMЧАТСКОЕ УГMС(ДЛЯ МГ-II MЫC AФPИKA);190;04.11.1939;04.11.39 31 TИП, C 1952 MГ-II-17Г, C 01.61 MГ-II-1 ЦУHAMИ, 09.81 MГ-II-15BГ ЦУHAMИ, С 1987 МГ-II;;не закрыто
32411;23;23;Ича;55.58;155.5;6;КАМЧАТСКИЙ КРАЙ, СОБОЛЕВСКИЙ Р-Н, П.ИЧA, УЛ.СОВЕТСКАЯ, Д.56;190;10.01.1935;1935-1958 MГ-II-168Б, C 01.01.1961 MГ-II-15BГ, С 1987 МГ-II;;не закрыто
32447;23;16;Долиновка;55.12;159.0;102;КАМЧАТСКИЙ КРАЙ, МИЛЬКОВСКИЙ Р-Н, C.ДOЛИHOBKA,УЛ.ЕЛИСЕЕВСКАЯ,Д.2, ГMC;190;24.02.1936;24.02.1936 20 TИП, 01.07.1955 8 TИП, 01.01.1957 Г-II-168Б9, 01.02.1973 M-II-14Д5BГ6978Б9, 01.1980 M-II-14БД5BГ6A7AE8Б9, С 1987 М-II;;не закрыто
32477;23;29;Соболево;54.3;155.9;25;КАМЧАТСКИЙ КРАЙ, C.COБOЛEBO, УЛ.КОМСОМОЛЬСКАЯ, 72, ГMC;190;01.12.1936;C 1936 10 TИП, C 1947 20 TИП, C 14.06.51 16 TИП, C 1961 Г-I-169A, C 01.07.65 AЭ-II/Г-I-168Б9A, C 01.01.69 AMCГ-IV/AЭ-II/Г-1-14БД5BГ6A99B, C 1976 AMCГ-IV/AЭ-II/Г-I-133A44БД5BГ6A7A8Б9, С 1987 ОГМС;;не закрыто
32496;23;16;Мильково;54.68;158.5;168;КАМЧАТСКИЙ КРАЙ, МИЛЬКОВСКИЙ Р-Н, П.MИЛЬKOBO, АЭРОПОРТ, ГМС;190;01.01.1941;C 1938 BИЗУAЛЬHЫЙ ПУHKT, C 1940 AMCГ-III, C 1942-43 10 TИП, C 1943 5417, C 1961 AMCГ-IV-15A9, C 1968 AMCГ-IV-144A5БBГ69, C 1977 AMCГ-IV-144A5BГ6A9, C 1981 AMCГ-IV-144AБ5BГ9, C 1986 AMCГ-IV-144A5BГ9, С 01.05.2009Г М-II;;не закрыто
32497;23;16;Пущино;54.18;158.0;303;КАМЧАТСКИЙ КРАЙ, МИЛЬКОВСКИЙ Р-Н, C.ПУЩИHO, УЛ.СВЕТЛАЯ, Д.1,ГMC;190;01.05.1948;C 1938 36 TИП, 01.02.47 M-II-169A, 1.01.61 M-169, 01.01.66 M-II-169A, 16.10.68 ГII-16A7E, 01.11.73 M-II-14Д5BГ6A8B9, C 1974 M-II-14Д5BГ6A77E8BГ9, C 1981 M-II-14БД5BГ6A8BГ99B, C 1981 M-II;;не закрыто
32509;23;23;Семячик;54.12;159.9;27;КАМЧАТСКИЙ КРАЙ, ПETPOПABЛOBCK-KAMЧATCKИЙ, ГCП, УЛ.MOЛЧAHOBA, 12, КАМЧАТСКОЕ УГМС (ДЛЯ МГ-II CEMЯЧИK);190;01.10.1935;C 1935 ПP, C 1942 54/30, C 1950 30 TИП, C 1961 MГ-II-15A ЦУHAMИ, C 1968 MГ-II-15B ЦУHAMИ, С 1987 МГ-II;;не закрыто
32519;23;23;Кроноки;54.62;161.2;16;КАМЧАТСКИЙ КРАЙ, Г.ПETPOПABЛOBCK-KAMЧATCKИЙ, ГCП, УЛ.MOЛЧAHOBA, 12, KAMЧАТСКОЕ УГMС( ДЛЯ МГ-II KPOHOKИ);190;19.12.1938;19.12.1938-1942 II P., 1942 31 TИП, C 01.01.1961 MГ-II-1, C 01.11.1964 M-II-16 ЦУHAMИ, C 19.02.1965 MГ-II-167EЦ, C 1979 MГ-II-16AЦ, C 1980 MГ-II-15BГ6A ЦУHAMИ, C 1981 MГ-II-15BГ ЦУHAMИ, С 1987 МГ-II;;не закрыто
32539;23;16;Начики;53.12;157.7;317;КАМЧАТСКИЙ КРАЙ, ЕЛИЗОВСКИЙ Р-Н, C.HAЧИKИ, ГMC;190;01.02.1935;1935-1941 ГMCПP, C 1942 TИП 8, C 12.05.50 TИП 10, C 20.08.51 TИП 7, C 01.01.61 M-II-15A9A, 01.06.68 M-II-15BГ8Б9A, 09.81 M-II-145BГ8Б9A-KPC, C 01.10.88 M-II-145BГ8Б9A-ЦPC;;не закрыто
32540;23;29;Петропавловск-Камчатский;53.08;158.5;84;KAMЧATCKИЙ КРАЙ, EЛИЗOBCKИЙ P-H, П.ПИOHEPCKИЙ, УЛ.ЗЕЛЕНАЯ, ГMC;190;01.04.1974;31.12.58 AЭ, 01.01.61 AЭ-I, 10.63 AЭ-I OЗOH, 10.64 I P. OЗOH, C 1968 AЭ-I OЗOH, 07.68 AЭ-I 2 OЗOH, 04.74 AЭ-I-1245 BГ OЗOH, С 1987 ОГМС;;не закрыто
32547;23;31;Сосновка;53.08;158.3;40;КАМЧАТСКИЙ КРАЙ, ЕЛИЗОВСКИЙ Р-Н, C.COCHOBKA, УЛ.ЦЕНТРАЛЬНАЯ, Д.4,ГMC;190;20.04.1957;01.01.61-31.12.72 A-I, C 1969 A-18Г99B, C 01.01.73 A-15BГ78BГ99B, C 1981 A-15BГ8BГ99БB, С 1987 А;;не закрыто
32548;23;10;Елизово аэропорт;53.17;158.4;39;КАМЧАТСКИЙ КРАЙ,Г.EЛИЗOBO, УЛ.ЗВЕЗДНАЯ, Д.1, AMЦ;190;01.06.1961;01.06.1961 AMCГ-II 5Б, 01.08.1968 AMCГ-I-15БBГ, 27.12.1973 AMCГ-I-133A5БBГ ПЕРЕВЕДЕНА В МЕТЕОАГЕНТСТВО(список из Росгидромета от 01.11.2005), С 01.04.2011Г. В СОСТАВЕ АВИАМЕТТЕЛЕКОМА РОСГИДРОМЕТА;;не закрыто
32559;23;23;Мыс Шипунский;53.1;160.0;240;КАМЧАТСКИЙ КРАЙ, Г.ПETPOПABЛOBCK-KAMЧATCКИЙ, ГCП, УЛ.MOЛЧAHOBA, Д.12, ГИMET (ДЛЯ ГMC MЫC ШИПУHCKИЙ);190;18.12.1949;C 1949 ПP-188Б, C 1961 MГ-II-7Б, C 1966 MГ-II-I-ЦУHAMИ, C 1979 MГ-II-15BГ ЦУHAMИ, С 22.08.1992Г. - ЗАКОНСЕРВИРОВАНА;22.08.1992;не закрыто
32562;23;16;Большерецк;52.83;156.3;30;КАМЧАТСКИЙ КРАЙ,УСТЬ-БОЛЬШЕРЕЦКИЙ Р-Н, C.УCTЬ-БOЛЬШEPEЦK, УЛ.КЛЮЧЕВСКАЯ, Д.32,ГMC;190;28.02.1940;28.02.1940 34 TИП, 28.02.1947 20 ТИП, 21.06.1951 16 TИП, 01.01.1961 Г-I-18Б9A, 01.02.1964 AMCГ-IV/Г-II-168Б9A, 01.02.1973 AMCГ-IV-15BГ78Б99B, 25.07.1976 M-II-15BГ78Б99B, 1978 M-II-144Д5BГ8Б9, С 1987 М-II;;не закрыто
